name,age,lifestyle,zip_code,family_status,car,sports,earnings,living_area,label
C2Wbhjo5,31,active,60576,single,expensive,soccer,69972,urban,no response
7isDNjF1,60,cozily,14906,married,practical,badminton,133736,urban,response
3VNMpLGO,51,healthy,49192,single,practical,athletics,75262,rural,no response
IBNocGfY,16,healthy,29433,married,expensive,athletics,42071,urban,no response
TvMBLK6N,57,active,25509,single,practical,athletics,95117,urban,response
Cl7Zf5Rk,68,cozily,53944,married,expensive,,122536,urban,response
a0wYmFbN,51,cozily,72679,single,expensive,athletics,110803,urban,no response
SFRpoCyp,47,healthy,94186,married,practical,athletics,114624,rural,no response
NAKtAEcB,54,healthy,87176,married,expensive,badminton,66966,rural,no response
E2bYFzAj,62,cozily,72543,married,practical,soccer,144053,urban,response
xFK6YRTx,27,cozily,89782,single,expensive,soccer,98987,rural,response
cl2uZcZd,65,active,42308,single,practical,,72398,urban,no response
7JamIbdk,31,healthy,17912,single,expensive,athletics,41871,rural,no response
RIHRvvJ4,50,cozily,88663,married,practical,,51651,urban,no response
6VLIVMjp,24,active,71840,single,expensive,,117578,urban,no response
2l79n3yv,35,cozily,45272,single,practical,badminton,119641,urban,no response
SbO7AIsI,19,cozily,54915,married,expensive,athletics,77013,urban,no response
ZWgxGl5K,63,healthy,26935,married,expensive,,24197,urban,response
b6PqJcp8,30,healthy,12896,single,practical,athletics,143480,urban,no response
yPXMiwtm,43,healthy,54247,married,expensive,badminton,79733,urban,no response
oCwuSwSy,19,active,23995,single,expensive,athletics,38639,urban,no response
GSAWknBe,57,healthy,54119,married,expensive,badminton,23192,rural,no response
Brdl0VK2,56,active,58504,married,practical,badminton,133021,rural,response
stzSyboo,18,healthy,23179,single,expensive,badminton,76369,urban,no response
y5PXtigg,52,cozily,91789,single,practical,soccer,91526,urban,no response
OoL42EyH,27,healthy,20771,single,practical,,127424,urban,no response
yCi1MuJ2,20,cozily,85094,single,practical,soccer,84273,urban,no response
Mo3NNvsn,58,active,88063,single,expensive,soccer,81795,urban,no response
0dlh43em,44,cozily,14882,married,practical,athletics,128527,rural,response
1WLDPdhz,57,healthy,83418,single,expensive,,37167,rural,response
YtQHEEg8,30,healthy,63308,married,practical,,145165,urban,response
jCuFnyWV,39,cozily,26644,single,expensive,,50958,urban,no response
tckpJGJD,63,cozily,81624,single,practical,soccer,93660,urban,response
LstVvCoP,59,active,52797,married,practical,athletics,116515,urban,no response
Y3PVfWZM,46,cozily,10598,single,expensive,soccer,120297,rural,response
BZLlgP2j,47,active,73025,single,expensive,athletics,35788,urban,no response
L7A3wgAg,43,healthy,88807,single,practical,,79306,rural,no response
dnQBTh2x,62,active,79756,married,expensive,soccer,51389,urban,response
eah3gk05,25,healthy,22427,single,expensive,athletics,129586,rural,no response
JPBwGOhU,36,active,99098,married,practical,athletics,85769,urban,no response
JyJWeZLw,21,active,88511,married,practical,badminton,67669,urban,no response
l2kZMzgc,62,cozily,78962,single,expensive,athletics,84027,urban,response
Z4MxClvV,51,cozily,49719,single,expensive,badminton,106660,urban,no response
bnukrkV5,67,cozily,92376,single,practical,badminton,127057,rural,response
naHLrd80,33,active,96863,single,expensive,badminton,75538,urban,no response
vjTSxfiP,26,cozily,38049,married,practical,soccer,73164,urban,no response
Jbi6oaFW,20,active,83943,married,practical,athletics,64375,urban,no response
4ZP66cc4,43,cozily,52176,single,practical,,145693,urban,response
RTZ1rY2z,21,healthy,46385,single,practical,soccer,60238,urban,no response
Yr8QxPpQ,45,healthy,90956,single,expensive,athletics,62763,urban,response
cK6Ort6p,64,active,97454,married,practical,badminton,138844,urban,response
f2wW556A,41,active,47434,married,practical,athletics,134932,rural,no response
Claqjr2U,26,active,11206,married,expensive,,81784,urban,response
qQg3j4ER,22,cozily,78639,single,practical,athletics,100752,rural,response
rvU8Txcy,33,cozily,95823,single,practical,athletics,90378,urban,no response
tDya2Iqa,22,healthy,31418,married,practical,athletics,128165,urban,no response
tWgCTNm2,49,healthy,99813,married,practical,athletics,123613,urban,no response
arEQul32,35,cozily,13889,married,practical,athletics,131715,rural,response
0fUPhNEn,67,active,67301,single,practical,badminton,125029,urban,response
K7j93tIh,47,active,47484,married,practical,badminton,54338,urban,no response
2LdIcQ0y,58,active,99292,married,practical,,74532,urban,response
etzw0wpl,39,cozily,67582,single,practical,soccer,69643,urban,no response
ypSCC2m5,40,healthy,89358,single,expensive,badminton,80639,urban,no response
t62JLLXr,68,active,36393,married,practical,soccer,32705,rural,response
2KF0e49w,44,healthy,36526,single,expensive,,73912,urban,no response
vazGTTm3,47,active,47975,married,expensive,soccer,147371,rural,response
QhGYMMpA,23,healthy,38595,single,practical,,46188,urban,no response
3DqUqZ9C,36,healthy,93897,single,practical,soccer,148520,rural,response
xgX7oY6a,41,cozily,24830,single,practical,badminton,28442,urban,no response
HAHqcIbb,27,cozily,83529,single,expensive,athletics,111948,urban,no response
mVR9KM7V,30,cozily,93728,single,practical,soccer,120046,rural,no response
ldNRD3vr,55,active,66419,married,expensive,athletics,22482,urban,response
EH4Bxk0f,45,active,27539,single,practical,badminton,110172,rural,no response
MmncZCuQ,59,cozily,20315,single,practical,badminton,54858,urban,no response
6mT11reF,16,active,75658,married,expensive,soccer,139585,urban,no response
sFQY9qpv,22,healthy,82870,married,practical,badminton,99107,rural,no response
251ktQOO,36,cozily,98522,married,expensive,athletics,135184,rural,no response
Z5rQZ4bw,51,healthy,95015,single,expensive,soccer,72189,urban,no response
zIbKQuVB,28,cozily,18112,single,expensive,badminton,98084,urban,response
FUks0C1U,42,active,67428,married,expensive,soccer,135402,rural,no response
vZbZOVi2,64,active,28932,married,expensive,soccer,118918,urban,response
VhhDXa7K,37,healthy,69329,single,practical,,22347,urban,response
udxYzFDB,63,healthy,17949,single,practical,soccer,134180,urban,response
Am7jqbnT,24,cozily,46857,married,practical,soccer,60801,rural,no response
h7iExHzO,60,healthy,49138,single,practical,badminton,73891,urban,response
xqEMg2k6,52,cozily,86110,single,practical,,88959,rural,no response
M6Cv21fN,54,healthy,83798,single,expensive,soccer,64326,rural,no response
W9ClgB7r,44,healthy,34439,married,practical,badminton,42991,rural,no response
dso1Bjpv,62,cozily,18965,single,expensive,soccer,59847,urban,response
ZCPBrhaR,59,active,83376,married,practical,,134616,urban,no response
iRTbS2wT,52,active,16814,married,practical,athletics,137993,rural,no response
W7inoCAp,62,healthy,97405,married,expensive,badminton,29146,urban,response
BTxThaBN,15,cozily,15114,married,practical,athletics,105201,urban,no response
cepRJRzF,18,healthy,79650,married,expensive,,102603,urban,no response
PVKHyZX4,51,healthy,98785,married,practical,,126219,rural,no response
fi7yltiu,57,active,90363,single,expensive,soccer,53354,urban,response
FRvGuQkT,47,active,15822,married,expensive,soccer,131793,urban,no response
9oNBWkiU,30,active,68102,married,expensive,soccer,113928,rural,no response
mA1Lc8ls,34,cozily,73516,single,practical,badminton,63788,urban,no response
0IKX7yUJ,20,cozily,18192,married,practical,athletics,23849,rural,no response
d0rDTCA7,33,healthy,89711,married,practical,badminton,116157,urban,no response
tkZqjoop,32,healthy,29483,single,practical,athletics,72488,rural,no response
NoYFZ7iE,27,healthy,35261,married,expensive,badminton,21340,urban,no response
8dZpu7uh,34,cozily,82883,married,expensive,athletics,77620,urban,no response
Ai7SUWme,33,healthy,33353,single,practical,athletics,37026,urban,no response
Bpz67zzR,63,active,78423,married,expensive,,77195,urban,response
kEiXHLss,22,active,45783,single,practical,athletics,58549,rural,no response
R6DQp6Ry,32,cozily,23140,single,practical,soccer,60245,rural,no response
L7CmnhV4,23,active,87650,married,expensive,soccer,147853,urban,response
T97WVarw,69,cozily,60462,single,practical,badminton,27987,rural,no response
eWTf9JOL,19,cozily,54694,married,expensive,badminton,125818,urban,no response
QyKToaJD,38,active,54769,single,expensive,badminton,82375,rural,no response
9i3UHUZY,43,cozily,37831,married,expensive,soccer,104262,urban,no response
XywWShGK,28,active,26151,married,practical,,24850,rural,no response
fHZ3OeiY,33,active,52510,single,expensive,badminton,66756,urban,no response
ThWDe5Kv,33,active,47424,married,practical,athletics,82224,rural,no response
w3l2MmlW,39,healthy,30647,married,practical,athletics,33358,urban,no response
vht4XPmb,50,cozily,53473,married,expensive,badminton,138647,urban,no response
fnVryk9d,17,cozily,12389,single,expensive,,146273,urban,response
pYWPWXcV,53,cozily,52591,single,expensive,athletics,70738,rural,no response
yVt6qjuO,36,healthy,94268,married,practical,badminton,86436,rural,no response
66tByOKR,45,active,73542,married,expensive,badminton,30418,urban,no response
38n6I9Or,21,healthy,24025,single,practical,badminton,131101,urban,no response
N6I0lBqk,32,cozily,50176,single,practical,badminton,100474,rural,response
LkfXyBld,29,active,53008,married,expensive,athletics,110347,urban,no response
fIR2xh8v,60,active,20814,married,practical,soccer,117920,urban,response
DFhy89RC,42,active,49843,single,expensive,soccer,80922,urban,response
SuDxxWgZ,33,healthy,55155,married,practical,athletics,39600,urban,no response
D4MONHwL,66,active,98843,married,practical,athletics,104551,urban,response
WtkOObib,17,active,72489,married,practical,soccer,135464,urban,no response
cRQjdgug,27,cozily,49755,single,practical,soccer,115730,rural,no response
jMu2oA7w,54,active,64537,married,expensive,badminton,24871,rural,response
7hq6V0pe,41,healthy,24182,single,expensive,soccer,57715,rural,no response
uPJjPsVD,38,healthy,38951,married,practical,soccer,120086,rural,no response
BDZXbPIs,51,healthy,42528,single,expensive,badminton,59228,rural,no response
6MHlUjgI,34,healthy,74135,single,expensive,badminton,43181,urban,no response
Q5aKRHXT,51,cozily,20509,single,expensive,athletics,61382,rural,no response
d3EmTs3v,52,cozily,82203,single,practical,badminton,143595,rural,response
hjDO7iJs,15,active,68934,married,practical,athletics,104232,urban,no response
U8KfJzUi,56,healthy,90039,married,expensive,,46276,urban,response
TBVUCdLL,31,cozily,30278,married,practical,badminton,132892,urban,no response
NihDVUwV,65,cozily,82379,married,practical,badminton,38527,rural,response
zTIdpF1f,30,healthy,34139,single,practical,badminton,119845,urban,no response
GRFi0uVT,25,cozily,42235,married,expensive,,41353,rural,no response
Q4GJJHlL,55,active,20500,single,expensive,athletics,114439,rural,no response
MeVGxF6L,54,cozily,92414,single,practical,athletics,127279,rural,no response
aj0LIVgw,22,active,57269,married,practical,athletics,22113,rural,no response
nTa7Ph93,34,cozily,28458,married,practical,athletics,47325,urban,no response
eDRLDxnD,29,healthy,43291,married,expensive,,36373,rural,no response
YmRH7RFN,37,active,37217,single,practical,soccer,147503,rural,response
7ksg4uOl,33,active,97365,married,practical,badminton,131033,urban,no response
RI2wlnGA,17,active,52729,married,expensive,soccer,32957,rural,no response
rE889ynC,26,cozily,93890,single,practical,badminton,58854,rural,response
Q9WpEb3K,38,cozily,86849,married,practical,,60773,rural,no response
umP82CAj,16,cozily,16195,single,practical,athletics,28728,rural,no response
MaX6PDBZ,15,healthy,78648,single,expensive,soccer,50118,rural,no response
IpqQGsbU,37,cozily,19519,single,expensive,badminton,148604,rural,response
yfQzI2Hw,15,active,73176,married,expensive,,130528,rural,no response
Oy0OgLW1,45,healthy,27055,single,expensive,,84804,urban,no response
BOBFK8JE,17,healthy,27875,single,practical,badminton,42863,urban,no response
pppMwVgY,55,healthy,64603,single,practical,soccer,136633,urban,no response
jfDnbRPw,65,healthy,30899,single,practical,badminton,72305,urban,response
N5kzHoTM,59,healthy,49588,single,practical,athletics,146055,urban,response
9JxazlcV,19,healthy,70377,married,practical,soccer,80198,urban,no response
8ShiXMfR,18,active,23510,single,practical,athletics,53434,urban,no response
OFGZfDEj,47,cozily,29418,married,practical,soccer,33778,urban,no response
u8QUxJvv,28,healthy,24497,married,expensive,athletics,69552,urban,no response
PkpZtQPZ,37,active,11369,single,practical,soccer,128006,urban,response
8gtup9P1,47,healthy,84485,single,practical,athletics,87955,urban,no response
HJDULCF3,67,healthy,57873,single,practical,,73723,urban,response
BQHsyNGp,21,active,85819,single,expensive,badminton,119264,rural,no response
8eXfbWTj,26,healthy,32215,married,practical,soccer,46441,urban,no response
SyrZ2taC,47,active,88200,married,practical,badminton,77372,rural,no response
Egav1mt0,21,active,38219,single,expensive,badminton,67250,urban,no response
QdRrORMO,58,active,98551,married,practical,badminton,137165,rural,response
L8PR92K1,62,active,27993,married,expensive,badminton,144865,urban,response
iqJQdzTY,56,active,73464,single,expensive,athletics,39958,urban,no response
yoVHH1Sk,17,healthy,21277,single,practical,,86455,urban,no response
JiZTLvGl,44,healthy,23280,single,practical,badminton,105609,urban,no response
LrSqc3pR,52,cozily,26718,married,practical,athletics,97020,rural,no response
u2xLoMjC,19,cozily,91033,single,expensive,,139267,urban,no response
QausH62Y,47,cozily,20593,married,expensive,badminton,147991,urban,response
9BHTkyyF,40,active,57738,single,expensive,badminton,134289,urban,no response
V14JABIg,53,cozily,14953,married,expensive,,117960,rural,response
slz1pyeh,25,healthy,41174,married,expensive,athletics,117026,urban,no response
8IZX4Ibl,69,active,33276,single,practical,,145998,rural,no response
M5KLHs4s,24,active,82887,single,expensive,badminton,97173,urban,no response
KK4rx9SW,65,active,73329,single,expensive,badminton,113653,rural,response
5k2NbnAq,31,cozily,79744,single,expensive,athletics,70716,urban,no response
Gc2ex3W5,49,healthy,35133,married,practical,soccer,29745,urban,no response
pN2Ao7QT,47,active,42376,married,practical,soccer,103857,urban,no response
leAaO1zW,40,active,76718,single,practical,badminton,43433,rural,no response
Q5bWQsBg,66,active,61242,married,practical,badminton,100778,urban,no response
Htvr15oF,62,cozily,79771,single,practical,badminton,44546,rural,response
DDlXlKPL,69,cozily,73796,married,expensive,soccer,69702,rural,response
C5fHRCGD,58,healthy,71870,single,practical,athletics,129098,urban,no response
Wwvzxzgg,62,active,82966,single,expensive,soccer,58697,urban,response
Tmcm7HRp,59,cozily,93373,single,expensive,soccer,92539,urban,response
472znwyh,45,active,16530,single,practical,soccer,118388,rural,no response
MMGvzrR8,56,active,85815,married,practical,soccer,114953,urban,response
gdGtXX1f,63,cozily,38794,single,expensive,badminton,54920,urban,response
WMl7DnL8,41,healthy,39951,married,expensive,soccer,78980,rural,no response
t8OkzyGO,31,active,95524,single,practical,soccer,94030,rural,no response
pnsMpaVQ,61,healthy,33242,single,expensive,,84316,rural,response
WrU8dL5l,22,active,30483,married,practical,athletics,75195,urban,no response
g7SwTGIL,62,cozily,26778,single,expensive,soccer,143960,urban,response
scZDnaOv,29,active,28636,married,practical,soccer,30801,rural,no response
r0fNfNYU,34,healthy,72367,single,expensive,badminton,59404,rural,no response
glb4LDo3,39,active,66064,married,practical,badminton,26507,urban,no response
EAPRpuJy,54,cozily,78450,single,practical,athletics,138053,urban,no response
NajV0ml4,40,cozily,53708,single,practical,soccer,81786,urban,no response
h16EnDcA,16,healthy,51030,single,expensive,badminton,28087,urban,no response
oJCu0j4c,34,active,43135,married,practical,badminton,44752,rural,no response
CdgEyneD,29,cozily,32576,single,expensive,badminton,44365,urban,no response
fKFcRevo,28,healthy,62824,married,practical,badminton,107261,urban,no response
llQ8xZMe,33,healthy,59415,single,expensive,badminton,69055,urban,no response
plf0NbyE,31,cozily,27771,single,practical,,21088,urban,no response
v5bGq1LP,36,healthy,58238,married,practical,athletics,110391,urban,no response
x4xtkVD8,67,cozily,32007,married,expensive,,82688,urban,no response
pPt9k1zc,53,cozily,50662,married,practical,athletics,146763,rural,response
32T3QwpD,43,active,96036,single,practical,badminton,59125,rural,no response
j8dRaY1G,53,healthy,88801,single,expensive,soccer,127452,urban,no response
fImXTb7H,21,cozily,34765,single,practical,,90282,urban,no response
vakWm8Ks,59,active,16093,married,practical,,86828,rural,response
qdtdcrrd,27,healthy,78471,married,expensive,badminton,121645,urban,no response
Vq6gyqUm,27,cozily,70908,single,expensive,athletics,120388,urban,no response
YekeXhiu,65,cozily,10377,married,expensive,,67420,urban,response
YgvMHTvm,60,healthy,73218,married,practical,,30985,urban,no response
oZV33QYi,30,healthy,31228,single,expensive,athletics,48274,urban,no response
9txfChbb,29,active,80883,single,practical,badminton,102255,urban,no response
vrbGSGH9,31,cozily,38726,single,expensive,badminton,27231,rural,no response
fOrfcm1M,41,healthy,16301,married,expensive,,110537,urban,no response
4ZSCuNTg,17,active,60695,single,practical,athletics,94636,urban,no response
NozOQ1oH,27,healthy,49013,single,practical,athletics,144966,urban,response
uF3k4rlf,29,active,33360,single,expensive,soccer,30016,urban,no response
RPCdKUK1,58,active,14567,married,expensive,badminton,43733,urban,response
QC5Oz3Yq,39,active,50289,single,expensive,athletics,113240,urban,no response
gwDvZtLi,18,cozily,10806,married,practical,athletics,65201,rural,response
q1Emjxev,68,cozily,50465,married,practical,soccer,125736,urban,response
MSrKCdgs,31,healthy,58072,married,practical,athletics,145464,urban,response
KnDu1Aal,15,active,84996,single,practical,soccer,84612,urban,no response
iMqul4pW,22,healthy,34906,single,practical,athletics,24301,rural,no response
JFS4S8y3,68,healthy,25249,married,practical,soccer,99077,rural,response
zcD5KXQK,63,cozily,18805,married,expensive,badminton,79365,rural,response
6s99IwQQ,46,cozily,49636,single,practical,,136766,rural,no response
COLXAd0L,27,healthy,89805,married,practical,badminton,54196,urban,no response
9O7lhcRF,21,active,21346,married,practical,badminton,55672,urban,no response
iU7BGfcF,15,healthy,80467,single,practical,soccer,31388,rural,no response
YGJUNBCT,38,active,75506,single,practical,athletics,89455,urban,no response
WuOBPt2O,28,healthy,54965,married,expensive,athletics,100738,rural,no response
ZrJ0SEKT,63,cozily,57728,single,expensive,soccer,67241,rural,no response
oDrHiPky,58,active,17580,single,practical,soccer,135943,urban,response
duinVnEl,64,active,61485,single,expensive,badminton,139639,urban,response
xzMQTmJ3,29,cozily,28643,married,practical,soccer,48212,urban,no response
Zy6HLTzo,41,healthy,55086,single,practical,badminton,123679,rural,no response
jYTZ5JHd,37,active,16187,single,expensive,athletics,53128,urban,no response
IJn6GdQ0,42,active,38508,married,expensive,athletics,86011,urban,no response
BKIYKDVJ,45,cozily,51200,married,expensive,athletics,47908,rural,no response
gfyLyeVV,60,active,57700,single,expensive,badminton,99467,urban,response
p3zkzJTd,58,active,72522,married,practical,,79933,urban,response
Sx8ltCH1,51,active,57171,married,expensive,badminton,26336,urban,no response
Gyhljd10,58,healthy,91419,married,expensive,badminton,32027,rural,response
0spl91Me,64,healthy,73347,married,practical,athletics,42441,urban,response
hJ4yVvSX,36,active,58398,married,expensive,soccer,104589,rural,no response
onZyNWgS,17,healthy,61520,married,practical,soccer,80396,urban,no response
aKOIOMLD,16,cozily,99541,married,practical,,91035,urban,no response
OscaWv25,29,active,62325,married,practical,athletics,106981,rural,no response
Chtx7b6T,50,active,63136,married,practical,badminton,62753,urban,no response
8K9aqSSx,31,active,18135,single,expensive,badminton,73090,urban,no response
1ZZNEOAn,17,cozily,43122,single,practical,soccer,31260,urban,no response
JlGoQyIe,49,cozily,26851,single,practical,,26282,urban,no response
CNkDYliX,25,healthy,89938,single,expensive,badminton,52671,urban,no response
6qajEj7E,56,cozily,82923,single,practical,,31357,urban,response
UJ2oTFFU,64,healthy,46684,single,practical,badminton,58344,urban,response
8giJt4r8,46,active,63492,married,expensive,badminton,84183,rural,no response
comV6pfz,15,active,35311,single,expensive,badminton,39163,urban,no response
SSOf6tQv,21,cozily,19968,single,expensive,,100341,urban,no response
x7uVXG13,47,cozily,88183,single,expensive,soccer,35448,urban,response
bSoVB6fY,32,healthy,16835,married,practical,soccer,67435,rural,no response
6rPkodKl,15,healthy,65379,single,practical,soccer,21790,urban,no response
OcTsEbtg,33,active,78975,single,expensive,,28487,rural,no response
9r6TsmOy,48,healthy,44736,single,practical,badminton,43676,rural,no response
et2p1Pfp,32,healthy,35782,single,expensive,athletics,91643,urban,no response
Wz7X2q0N,36,cozily,57751,married,expensive,soccer,61598,rural,no response
cMpEKY8j,21,healthy,91287,single,expensive,athletics,127854,rural,no response
QtR7UAGs,46,active,80645,single,practical,soccer,39429,urban,no response
BTWxDm3X,38,active,36635,married,practical,soccer,48053,rural,no response
3MT47WYQ,60,cozily,84445,married,practical,athletics,122602,urban,response
uNbOhLMe,48,healthy,93553,married,expensive,badminton,125243,urban,no response
7EUubIjw,27,healthy,69085,married,practical,athletics,114230,urban,no response
0Vi4lGBi,23,healthy,33232,single,practical,athletics,43250,urban,no response
wSfvsPZ9,48,healthy,72130,married,expensive,,71242,rural,no response
w32XSFL8,38,cozily,61932,single,expensive,soccer,33366,urban,no response
codhoUPN,26,healthy,91300,married,expensive,athletics,108627,rural,no response
kslTpPK4,42,healthy,40417,married,expensive,soccer,129815,rural,no response
uKCXFFEk,18,active,10669,single,expensive,badminton,132051,urban,response
YHDGLB2q,46,active,48686,single,practical,soccer,86563,rural,no response
l4miKxtQ,62,healthy,65776,single,practical,,124640,rural,response
wAUH7PT3,42,healthy,28330,single,practical,badminton,50601,rural,no response
ip3hp4uw,16,healthy,55192,married,practical,soccer,32688,urban,no response
UE0uVdeu,56,cozily,73281,married,expensive,badminton,110710,urban,response
lfvwCA9V,69,cozily,58424,single,practical,soccer,124183,urban,response
MetOhAXD,66,cozily,81835,married,expensive,badminton,68919,rural,response
HyPMUvaG,17,healthy,38046,married,practical,badminton,46938,rural,no response
u1VxX38T,67,healthy,35370,married,practical,athletics,32758,urban,response
8uzkB2ys,66,active,33130,married,practical,athletics,23266,urban,response
roJnZVbV,51,cozily,37821,single,practical,soccer,58135,rural,no response
EbhvITTN,41,healthy,36709,single,practical,athletics,139564,urban,no response
cPJeuoPv,55,cozily,79653,married,expensive,athletics,40200,urban,no response
Y70reFDw,23,active,84957,married,practical,badminton,23207,urban,no response
dvG8Igx3,45,healthy,72890,single,practical,athletics,29497,urban,no response
DfFYeiMT,28,cozily,35633,married,expensive,soccer,98005,urban,no response
vOzvuYnT,22,cozily,20411,married,expensive,athletics,115562,urban,no response
mEpBxQSV,30,active,76708,single,practical,soccer,62715,rural,no response
MiYWILmO,57,healthy,90343,single,practical,soccer,115271,urban,response
9ziIJFNF,18,cozily,97305,single,expensive,athletics,70998,rural,no response
7DODZtiW,61,healthy,19968,single,expensive,athletics,135143,rural,response
lDC3DyIW,18,cozily,36559,married,expensive,soccer,119545,urban,no response
POdtCjQf,38,active,19748,single,practical,badminton,96641,urban,no response
qlVblLD4,67,healthy,55777,single,practical,soccer,148319,urban,response
4vmazU4B,57,cozily,61702,single,practical,badminton,110234,urban,response
9IzawtA4,59,cozily,19138,single,practical,athletics,54554,rural,response
rKHCpYAP,46,cozily,35777,married,expensive,soccer,139725,urban,no response
2hwIUUxl,41,active,47334,married,practical,badminton,59406,urban,no response
hVRDQDbh,47,healthy,35621,married,expensive,badminton,80778,urban,no response
PETj9dzF,31,cozily,37300,married,practical,athletics,106001,rural,no response
OnnuMObP,60,cozily,33126,married,practical,badminton,30376,rural,response
vR6bewKp,28,active,20889,married,practical,athletics,22623,urban,no response
nrdFGpw1,26,healthy,98303,married,expensive,soccer,78347,urban,no response
hQd5yGot,57,active,56047,married,practical,soccer,80030,rural,no response
IrXEaqLn,37,healthy,59045,married,expensive,badminton,53223,rural,no response
71iJKzea,16,active,28729,single,expensive,athletics,53793,rural,no response
ze5zc0Yr,51,cozily,46274,married,practical,soccer,84803,urban,no response
veN0PFrY,27,active,66942,married,practical,badminton,38680,urban,no response
RFaHsu2V,50,active,45689,married,expensive,soccer,22232,urban,no response
hjvoTz7G,59,cozily,34295,married,practical,athletics,53450,urban,no response
iblGpvol,17,cozily,12041,single,expensive,,95838,rural,response
7PyQyCjj,33,active,61927,single,practical,athletics,134140,urban,no response
pyBnsnVL,52,cozily,79857,married,practical,badminton,82801,urban,no response
ZmZuaPJC,38,cozily,16955,married,practical,badminton,108120,urban,no response
lO8chGyN,58,active,83142,single,expensive,badminton,95400,urban,response
gjn7JHTF,30,active,70861,single,practical,badminton,90699,urban,no response
22Ahybw3,53,healthy,52560,married,expensive,,32689,urban,no response
9UMRywiN,36,active,44341,single,practical,soccer,56404,urban,no response
dJKOHAhT,45,active,20363,married,expensive,soccer,39430,urban,no response
aBtvMBA0,55,healthy,80492,single,practical,badminton,37754,urban,no response
RhEqL14F,57,active,93341,single,practical,athletics,138504,urban,response
emDvocs2,57,healthy,90081,single,expensive,soccer,49644,urban,response
pTJMOW2s,66,cozily,63216,single,practical,soccer,42714,urban,response
7oH0X4Yz,35,healthy,62646,married,practical,athletics,68782,rural,no response
MpViAzHu,29,healthy,15575,married,practical,badminton,137691,urban,no response
RjafcJWG,40,healthy,70442,single,expensive,badminton,98250,rural,no response
3mKcGvtY,17,healthy,25651,married,expensive,badminton,116964,urban,no response
IVYSTZ5M,33,healthy,11019,single,expensive,badminton,128372,urban,response
c09lwlc7,34,healthy,41026,single,practical,soccer,30971,rural,no response
CfXfjJnh,68,cozily,93911,married,expensive,athletics,76921,rural,response
jg8ztKet,66,cozily,38358,single,practical,badminton,94896,urban,no response
IqOZ9h0o,18,active,77313,married,expensive,athletics,91574,rural,no response
cilT0uYY,50,active,23907,single,practical,athletics,74422,rural,no response
YMDYFxDr,35,cozily,27261,married,practical,badminton,103951,urban,no response
pf4phw4l,46,healthy,43129,married,practical,,119831,rural,no response
RKbX1jKW,37,healthy,79408,single,practical,badminton,143479,rural,response
uizfPtCj,67,cozily,14430,married,expensive,athletics,133128,rural,response
TRhJEmfz,19,active,50921,single,expensive,badminton,46655,urban,no response
E5ilW8pg,17,active,52180,single,expensive,athletics,71192,rural,no response
ZpW58PSr,38,healthy,30425,single,expensive,,31751,rural,no response
pDZu5HO8,55,healthy,18740,married,practical,soccer,120514,rural,no response
YBmPdsJU,63,healthy,85649,married,expensive,soccer,76726,urban,response
8aeOPgkm,28,healthy,53913,married,practical,,35308,rural,no response
phcU3VYW,59,cozily,15647,single,practical,badminton,145074,rural,response
GQ1jnYzG,19,active,55386,married,practical,soccer,116318,urban,no response
xiMYKfWB,28,cozily,27666,married,expensive,athletics,112483,rural,no response
Z89EHbBi,15,healthy,87479,married,expensive,soccer,66169,rural,response
pItw56Sx,50,active,93915,single,practical,athletics,117064,urban,no response
Gl9d18zB,26,healthy,96897,married,practical,badminton,104813,urban,no response
rare2V1h,44,healthy,48625,married,expensive,badminton,95385,rural,no response
Lp6X8B86,39,active,83749,single,expensive,athletics,112530,urban,no response
7LFDslud,45,healthy,18246,single,practical,soccer,123292,urban,no response
9X0NlETq,54,healthy,63835,single,expensive,athletics,112881,rural,no response
eIhb9q0D,67,cozily,39881,single,expensive,soccer,145237,urban,response
OmdwDgjg,52,healthy,78674,married,expensive,athletics,20006,rural,no response
BAEo1x7o,30,active,44001,single,expensive,soccer,49913,rural,no response
N8To1PFS,56,cozily,21392,single,practical,,144884,urban,response
AfLAQvRh,16,active,19889,married,expensive,athletics,130484,urban,no response
UtEQKB5R,35,active,16395,single,practical,soccer,95418,urban,no response
uyBDDfvR,68,cozily,13910,single,practical,athletics,101372,urban,no response
uhqp5uan,20,cozily,72358,single,practical,soccer,117961,rural,no response
R213iSVQ,61,active,64721,married,expensive,athletics,96562,rural,response
bInmPLIx,34,healthy,31267,married,expensive,athletics,29218,urban,no response
jXwcJIlV,39,cozily,61648,married,expensive,athletics,105414,rural,no response
P0jimY2v,59,active,45756,married,practical,soccer,115254,rural,response
O7QQ9pd1,58,active,71383,single,practical,soccer,35806,urban,response
uzdDYpqQ,53,cozily,95783,single,expensive,athletics,119385,urban,no response
zRGYFC4H,52,cozily,92794,single,expensive,soccer,90844,urban,no response
GVJZ7CAL,19,cozily,42860,married,expensive,soccer,74913,urban,no response
FxI3keAi,34,cozily,71415,married,expensive,badminton,90869,urban,no response
xS3VxRgw,43,healthy,97747,single,practical,soccer,100343,urban,no response
vmP3btuk,23,cozily,61392,married,expensive,athletics,92517,urban,no response
gETWOg2o,19,healthy,56761,single,expensive,soccer,135220,urban,no response
NSgZ5ytH,62,active,42550,married,practical,badminton,26587,rural,response
ym1pV5c2,50,cozily,37679,single,practical,athletics,23336,rural,no response
